tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,tweet_length,cleaned_tweet
"No surprise... ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",,No emotion toward brand or product,115,no surprise google to launch major new social network called circles possibly today link sxsw
Even the security guard at the popup apple store in Austin loves the new iPad #sxsw  {link},iPad,Positive emotion,91,even the security guard at the popup apple store in austin loves the new ipad sxsw link
I'm obsessed with this #sxsw go iphone app. Feckin genius. Crazy long list of sessions less scary.,iPad or iPhone App,Positive emotion,98,im obsessed with this sxsw go iphone app feckin genius crazy long list of sessions less scary
Gonna go see about rockin the Google party like a boss. #sxsw,Google,Positive emotion,61,gonna go see about rockin the google party like a boss sxsw
Great to see banks/money startups recognizing the future relevance of corps like Apple and Google #bankinnovation #sxsw,,Positive emotion,119,great to see banksmoney startups recognizing the future relevance of corps like apple and google bankinnovation sxsw
Syked to see Google's @mention talk about stuff.  #SXSW,Google,Positive emotion,55,syked to see googles talk about stuff sxsw
About to see how indie game development for the iPhone is going /cc @mention #sxsw,,No emotion toward brand or product,82,about to see how indie game development for the iphone is going cc sxsw
"@mention See how many apple men walking around delicious, golden apple, gala, etc. #sxsw",,No emotion toward brand or product,88,see how many apple men walking around delicious golden apple gala etc sxsw
Great to see topics avoiding the sexy/hot iPad conversation and hit the heart and soul (accessibility and the developing world) #sxsw,,Positive emotion,133,great to see topics avoiding the sexyhot ipad conversation and hit the heart and soul accessibility and the developing world sxsw
At #SXSW seeing a demo of #Google maps for mobile 5.2. 3D rotational viewing is very cool,Other Google product or service,Positive emotion,89,at sxsw seeing a demo of google maps for mobile 52 3d rotational viewing is very cool
@mention seems like most #sxsw design talks focus on iPad/mobile.  I need to take @mention advice and go to talks outside my domain.,,No emotion toward brand or product,132,seems like most sxsw design talks focus on ipadmobile i need to take advice and go to talks outside my domain
Apple to sell iPads in &quot;pop-up&quot; Apple store at #SXSW {link},,Positive emotion,69,apple to sell ipads in quotpopupquot apple store at sxsw link
Going to send my ipad on the mail before being to the office to finish @mention before #sxsw,,Positive emotion,92,going to send my ipad on the mail before being to the office to finish before sxsw
At SXSW? Send Your Best Photos &amp; Videos to... {link} #citizen_journalism #cnn #ireport #photography #sxsw #Cyber #iPhone,,No emotion toward brand or product,124,at sxsw send your best photos amp videos to link citizenjournalism cnn ireport photography sxsw cyber iphone
Great presentation on iPad Headaches. Great thinking on UX for the wundertablet. @mention #SXSW,iPad,Positive emotion,95,great presentation on ipad headaches great thinking on ux for the wundertablet sxsw
Great presentation: Touching Stories: Designing Digital Magazines for the iPad {link} #sxsw,iPad,Positive emotion,91,great presentation touching stories designing digital magazines for the ipad link sxsw
No iPad users getting 3g data. I'm going to download a 'world's smallest violin' app over the working 4G. #sxsw,,No emotion toward brand or product,111,no ipad users getting 3g data im going to download a worlds smallest violin app over the working 4g sxsw
"#sxsw in session - Guy Kawasaki, the Former chief evangelist of Apple.",,No emotion toward brand or product,70,sxsw in session guy kawasaki the former chief evangelist of apple
#Circles set to fail for being too complicated by June. RT @mention Google set to launch new social network #Circles today at #sxsw,Other Google product or service,Negative emotion,131,circles set to fail for being too complicated by june rt google set to launch new social network circles today at sxsw
At&amp;t set to launch 12 new android phones in 2011. #gsdm #sxsw,,No emotion toward brand or product,65,atampt set to launch 12 new android phones in 2011 gsdm sxsw
Apple to set up temporary store at #SXSW for selling Ipad2 {link},,No emotion toward brand or product,65,apple to set up temporary store at sxsw for selling ipad2 link
Great  museum naive presentation Google Art Project . Funny but cool. #sxsw,Other Google product or service,Positive emotion,75,great museum naive presentation google art project funny but cool sxsw
@mention several people/events/sessions on iPhone Apps #SXSW?,,No emotion toward brand or product,61,several peopleeventssessions on iphone apps sxsw
"Wishful: Several semis filled with Apple's iPad2, each surrounded by tech geek masses. Grab a box &amp; bump pay. Synching and joy ensues. #SXSW",,Positive emotion,144,wishful several semis filled with apples ipad2 each surrounded by tech geek masses grab a box amp bump pay synching and joy ensues sxsw
#sxsw #LBSeverywhere Finkelstein &quot;~206k location aware apps (iOS &amp; Android)&quot;,,No emotion toward brand or product,90,sxsw lbseverywhere finkelstein quot206k location aware apps ios amp androidquot
"#sxsw #dvsg &quot;Best chance to disrupt Visa &amp; Master Card are Facebook, Apple (via customers) &amp; mobile carriers (via NFC).&quot;",,No emotion toward brand or product,138,sxsw dvsg quotbest chance to disrupt visa amp master card are facebook apple via customers amp mobile carriers via nfcquot
#SXSW 41 shades of blue test @mention  {link},,No emotion toward brand or product,45,sxsw 41 shades of blue test link
Pic - 41 shades of blue google test #sxsw #metricsdrivendesign {link},,No emotion toward brand or product,69,pic 41 shades of blue google test sxsw metricsdrivendesign link
Just finished taking photos in the #Google photobooth! You know I heart you! #SXSW (@mention Maggie Mae's w/ 101 others) {link},Google,Positive emotion,127,just finished taking photos in the google photobooth you know i heart you sxsw maggie maes w 101 others link
"Just finished up a long day... and, ready to do it again tomorrow! Starting with @mention event and ending with the #cupcake #social #sxsw",,No emotion toward brand or product,138,just finished up a long day and ready to do it again tomorrow starting with event and ending with the cupcake social sxsw
"Really wishing I was in my hometown, helping to keep Austin weird at #sxsw. Instead, in bed with a cough, an apple, @mention and #WordPress.",,No emotion toward brand or product,140,really wishing i was in my hometown helping to keep austin weird at sxsw instead in bed with a cough an apple and wordpress
Wow. You should see the line to buy iPad 2 @mention #sxsw,iPad,Positive emotion,57,wow you should see the line to buy ipad 2 sxsw
@mention Should: if you didn't get iPad 1. Shouldn't: iPad2 3G 64GB + cover + $100 = MacBook Air. #SXSW,iPad,Negative emotion,103,should if you didnt get ipad 1 shouldnt ipad2 3g 64gb cover 100 macbook air sxsw
@mention shows #Apple 's position in the tablet wars. #tapworthy #sxsw  {link},,No emotion toward brand or product,78,shows apple s position in the tablet wars tapworthy sxsw link
iTunes Music Store has a free SXSW music sampler - SXSW: Featured Artists - {link} #iTunes #sxsw,,No emotion toward brand or product,96,itunes music store has a free sxsw music sampler sxsw featured artists link itunes sxsw
ÛÏThe classiest fascist company in existenceÛ - Kara Swisher #sxsw #apple,Apple,Negative emotion,76,the classiest fascist company in existence kara swisher sxsw apple
How to design for baby boomers: DON'T. John McRee on #iPad design #sxsw #yourmom,,I can't tell,80,how to design for baby boomers dont john mcree on ipad design sxsw yourmom
#SXSW #fmsignal Marissa Mayer from #Google announces Check ins in interview with John Battelle. {link},,No emotion toward brand or product,102,sxsw fmsignal marissa mayer from google announces check ins in interview with john battelle link
Scored a signed print of the Jules Verne Google Doodle. Thanks @mention #sxsw #googledoodle {link},,No emotion toward brand or product,98,scored a signed print of the jules verne google doodle thanks sxsw googledoodle link
Now at designing iPad interfaces from AKQA's @mention  great HTML5 session earlier from @mention #sxsw,,No emotion toward brand or product,102,now at designing ipad interfaces from akqas great html5 session earlier from sxsw
Chris Messina from Google dropping knowledge about web identity. Coming to the Hyatt was the right move. #sxsw,Google,Positive emotion,110,chris messina from google dropping knowledge about web identity coming to the hyatt was the right move sxsw
